clean_news,label_encoded
"icici bank revises service charges effective july 1, 2025, covering atm usage, cash deposits, withdrawals, and debit card fees charges differ by location and transaction type senior citizens enjoy exemptions on some fees",1
"sbi, hdfc bank, and icici bank cut savings account rates post rbis 50 bps repo rate cut sbi offers 25, while hdfc and icici provide a uniform 275 across all balances",0
rbi approves sandeep batras reappointment as icici bank executive director his term as executive director is renewed for two years,2
icici banks live updates show last traded price at 14161 with a market cap of 101686795 and volume of 7573103 its pe ratio is 203 and eps is 7165 stay informed with expert analysis and stock recommendations,1
"icici bank has allotted 313,486 equity shares of rs2 each on june 13, 2025, under its employees stock option scheme 2000 the allotment was approved by two executive directors at 414 pm, following board delegation on october 21, 2023",1
"icici bank has allotted 313,486 equity shares of rs2 each under the icici bank employees stock option scheme 2000 the allotment was approved by two executive directors on june 13, 2025, at 414 pm under delegated authority",1
"icici bank ltd shows strong market activity with over 3m shares traded and a market cap exceeding rs 10 lakh crore, despite a 094 decline today the stock remains close to its 52week high, 35 away from rs 1,4716, with increased delivery volume rising by 177 against the 5day average",2
icici bank sold its entire 188 stake in niit ifbi for 61 crore to niit,1
"hcltech expands partnership with standard insurance for ailed transformation mm financial to list 154 crore rights shares on wednesday tata elxsi trades exdividend maharashtra hikes excise duty on liquor, impacting stocks like radico khaitan vodafone idea launches 5g in bengaluru",1
"jio financial shows mildly bullish sentiment tata consumer, marico trend positively on strong demand larsen toubro maintains stable outlook icici bank bullish due to strong financials bse 100 up 002 today, 22 over 5 days adani power excels, icici lombard faces challenges",2
"icici bank manager siphoned rs 458 cr from senior citizens fds, loans over three years, exploiting digital naivety fraud involved misusing financial instruments platforms like icici direct, zerodha used for stock market trading",0
"icici bank rm allegedly swindled 458 crore from customer accounts in kota the rm lost most of the swindled amount in the stock market, police said",0
"sakshi gupta, exicici bank manager, stole rs 458 crore from 41 customers accounts in kota she misused bank systems, activating overdrafts, and closing fixed deposits fraudulently gupta diverted funds using a pool account, altered contact details, and invested in stocks but lost everything she was arrested on may 31 and is under investigation for potential accomplices",0
"icici bank allots 775,812 equity shares under its employees stock unit scheme 2022 approved by two executive directors on june 6, 2025, as per delegated board powers",1
"phonepe appoints exstandard chartered ceo zarin daruwala as an independent director ahead of ipo daruwala brings 30 years of banking experience phonepe, a key upi player with 475 market share, reported a pat of inr 197 cr in fy24, despite losses of inr 1,996 cr",1
"icici bank disclosed details of the morgan stanley india investment forum 2025, held on june 4, 2025, in mumbai no presentations or unpublished pricesensitive information were shared attendees included major funds like marshall wace, morgan stanley investment management, temasek, axis asset management, and sbi pension funds group, among others",1
"icici bank sees strong trading with over 34m shares worth rs 4945 cr traded the stock is near its 52week high, trading above key moving averages icici banks ltp is rs 1,4385, close to its 52week high of rs 1,4716 despite a slight decline in investor participation, it shows robust market activity",2
icici bank garners investor attention as nifty turns positive after a brief slide,2
nifty ends 2session losses rally anticipated postconsolidation icici bank stock highlighted amidst market movements by et now,1
icici bank plans investor meetings on june 3 at bofa securities and june 4 at morgan stanley these inperson group events aim to ensure transparency before the meetings,1
"indias gdp grew 7 in q4fy25, driven by government spending and rural demand, says icici bank report fy25 gdp growth estimated at 63, lower than governments 65 continued growth expected with reduced subsidies and government spending",1
icici bank updates on foreign currency bonds listed on singapore exchange and india inx secondary listing of these bonds on nse international exchange platform is announced,1
"icici bank has foreign currency bonds worth usd 800m and usd 500m these bonds, issued in 2016 and 2017, are now listed on nse international exchange",1
icici bank and hdfc bank cut fixed deposit rates by up to 20 bps for deposits below rs 3 crore this marks the second time in two months that the banks have made such rate adjustments,0
"icici bank sees surge in put options, trading 4,843 contracts at rs 1440 strike stock valued at rs 14452 despite underperforming by 05, icici bank remains active, above key moving averages yet below 5day average",1
"icici bank has allotted 85,682 equity shares with a face value of 2 each on may 26, 2025, under the employees stock unit scheme 2022 this allotment was approved by two executive directors at 1045 am as per delegated powers from the boards meeting on oct 21, 2023",1
"icici bank discontinues its paylater credit line service on upi for all users the popular deferred payment option is now closed, as per the banks website update",0
"icici bank hits new 52week high at rs 14684, driven by strong performance and market stability it shows a 207 roa and a 429 annual net profit growth with a market cap of rs 103 lakh crore, icici is the second largest in its sector, holding 278 of the industry it maintains a low 17 gross npa ratio",2
"india incs q4fy25 earnings surpassed estimates, led by bharti airtel, ioc, hindalco, vedanta, and icici bank 1,555 companies net profit, excluding subsidiaries, grew 66 yoy in q4fy25, exceeding brokerage expectations",2
